,lat,lon,country,rating,wait,distance_from_spot,text,country_group,new
1359,51.20100848083408,6.75336027145396,DE,4.0,,,"after 30 min we was in a car. low speed in red signal and high speed in green signal. We go from Dusseldorf to Cologne

―Anonymous, August 2016",DE,5.0
1357,51.199972943265,12.970046996956,DE,4.0,5.0,,"Few cars but good place 

―Djianfrev (Hitchwiki), July 2011",DE,5.0
1356,51.19991084236376,14.33123339684844,DE,4.0,,,"Many truck drivers. They stop here for the night.

―Anonymous, September 2013",DE,5.0
1355,51.198715,10.0648287,DE,4.0,13.0,,"Busy gas station in walkable distance from Eschwege. It's a good spot if you want to go further east to Wanfried, Mhlhausen or Treffurt.

―Anonymous, July 2014",DE,5.0
1137,50.881101360717,11.617318952635,DE,4.0,46.0,,"There is a traffic light were cars have to stop before they enter the highway. 

―Anonymous, March 2011",DE,5.0
1354,51.19832673399193,14.329339400279078,DE,4.0,45.0,,"Many cars go to Poland but they are terribly full or dont want to take you along

―Anonymous, April 2011

I was heading to Wroclaw and found a ride in 10 minutes.

―Longhaul (Hitchwiki), March 2013

The place is called ""Rastplatz Oberlausitz"" (South). Perfect for Poland. Ask Polish drivers first. On my way to Krakow, I only had to ask one Polish driver and got a lift to Wroclaw (but left the car at MOP Krasnik Dolny because it's the biggest truck parking before Wroclaw). It was 5:30 in the morning.

―Ans (Hitchwiki), May 2013

Except sundays, many Polish truck drivers stop here on their way east.

―Nyca (Hitchwiki), May 2013

Got direct lift to Wroclaw. (2 people)

―Dynamo (Hitchwiki), June 2013

got lift to wroclaw directly to the center for 3 people within 1h. just ask the drivers at the gas station or the parking lots

―Anonymous, August 2013

I hitchhiked twice from this place. First time to Wroclaw (10 min) and second time to Görlitz (20 minutes). Both times I asked at the fuel station.

―Dynamo (Hitchwiki), August 2013

Raststtte Oberlausitz. Perfect for going to either Poland or Dresden

―Anonymous",DE,5.0
1351,51.1938127,6.8135305,DE,4.0,30.0,,,DE,5.0
1139,50.881870814795,7.1136474609375,DE,4.0,,,"there is a petrol station and it is near a huge parking garage (if you arrived with the plane, people from your plane will notice you and pick you up)

―Anonymous",DE,5.0
1348,51.19174347522695,10.044044971466947,DE,4.0,13.0,,"this is the road in direction of the B27 which you want to take if you want to go North towards Gttingen and the A7 or East towards Halle/Leipzig on the A38. Have a sign that says AUTOBAHN =)

―Anonymous, May 2016",DE,5.0
1392,51.277111298509304,12.491365834348999,DE,4.0,28.0,,"Cool ride getting there on foot. Good spot for those who need to go westbound

―Anonymous, July 2012

nice place! the ""long"" way to get there was it worth for me.

―Anonymous, October 2013

Good place to start hitch-hiking, when you have someone who can get you there. We got a ride in about 10 Minutes on a very low-traffic sunday afternoon.

―Henryheineken (Hitchwiki), July 2014

Waited there in the morning. 
Good places for long ways, so the 50 minutes of waiting paid off.
Most drivers wanted to go to Leipzig-South, but got a ride directly to Dortmund.


―LaZubi (Hitchwiki), March 2015

Took me quite a long time to get there from Hauptbahnhof (train main station), because I took S-Bahn 15, then Bus and walked about 30 min more. Nevertheless probably the best spot to get a ride towards West, I found a driver who took me to Rastplatz Rhonetal after some 15 min already.

―Anonymous, September 2015

For Chemnitz and the center of Leipzig, this is a very good spot. But for Kassel/ Göttingen we waited 1,5 hours. It was the thrid car to head this destination in this period of time. The journey from Leipzig took us very long as well. Pack some food and a good load of time for this one. 

―Anonymous, August 2017

Average rest area with just a WC. From my point of view a very good spot to get from Leipzig to any westbound destination. For near and easy things like Kassel or Gttingen or more advantageous aims like Southern Netherlands or Northern France this could be a gould start. The A 38 is from my experience a good connection to the west: very few congestions but still enough traffic to get away.

How to get there:
Take a train from Leipzig Central Station to Liebertwolkwitz Station (takes 15mins) and then just walk there (takes 20-30 mins) via ""Gropsnaer Strae"". Important note: This section of the Autobahn is fenced like many others. To finally acces the Rastplatz you either need to climb the fence (quite manageable) or bring tools.
As soon as I reached the area, I had a lift within 15 mins in sunday calm traffic. 

―Anonymous, May 2012",DE,5.0
1746,52.101750872153666,8.720305629653756,DE,4.0,24.0,,"DO NOT TRY TO HITCH FROM HERE!
The gas station is permanently closed.
There shall be a new one around Ahmsen (a little further to Bielefeld) but I didn't find it on the map. (Maybe it isn't on OSM yet)

―Zweifeln (Hitchwiki), January 2015

Rather small service area, but enough traffic to find a ride.

―Anonymous",DE,5.0
1587,51.59308410667729,6.174252672554648,DE,4.0,,,,DE,5.0
2152,53.05278139684223,8.80326994479311,DE,4.0,,,"gas station, not far from the airport

―Anonymous, February 2015",DE,5.0
2179,53.1249059744869,10.208592653274671,DE,4.0,,,"To get to Soltau or A7, coming from Lüneburg

―Anonymous, June 2015",DE,5.0
2178,53.124047191790396,8.220688899490481,DE,4.0,26.0,,"nice spot.. you can stand in a parking bay, from where the people in the cars waiting for the traffic light can already see you (and your sign). stood there a few times, never longer than 10 minutes.

―Ilovefahrtwind (Hitchwiki), March 2014

looked like a awsome spot but took over 1 hour to get a ride to the gas station on the highway, and thats with a sign BH (bremen)

―Tulipalo (Hitchwiki), May 2014

first try i stood for about 90 minutes before getting a ride. second time i stood for about 3 hours and noone stopped.

―Anonymous, October 2014

I stand one and a half houer. A lot of People drive to Bremen..
When it is rainy the people dont want too stopped.!

―Anonymous, October 2014

Go BEYOND the traffic lights: there's a space where cars can stop on the ramp itself.

―Anonymous, May 2015

There is a traffic light and a lot of traffic towards the motorway. So you can easily ask. Perfect to get on the A29 in direction of north or south (First roadhouse is Huntetal) and as well you will find people going to Bremen.

―Anonymous",DE,5.0
2177,53.12156483863984,8.785153112863826,DE,4.0,100.0,,"Waited 20 mins for a lift into Bremen

―Kolodez (Hitchwiki), January 2015

Waited 3 hours for a lift to the next service area on A27 (Goldbach).

―Kolodez (Hitchwiki), January 2015

Direction Bremen, Hanover, Hamburg, Osnabrck

Most cars go into Bremen, however.

―Anonymous, January 2015",DE,5.0
2176,53.120926819033,9.4256258010862,DE,4.0,,,"There's a bus stop at the verge where people easily can stop. Years ago when I live in Rotenburg I always used this spot for local hitch-hiking. But also to get to a highway in direction to Hamburg e.g. it's a good spot, easy to get away.

―Anonymous, January 2012",DE,5.0
2171,53.090613488522735,9.176485087342341,DE,4.0,40.666666666666664,,"There was a big car accident that lead to a full blocking of the A1 between Hamburg and Bremen. No cars were coming through. That is why it took 2 hours 40 minutes that day. Basically a good spot.

―Thumb-up (Hitchwiki), June 2016

Petrol Station where you can ask drivers directly. We caught a ride here from polish truck driver to Hagen. 

―Anonymous, October 2013

Petrolstation Grundbergsee.

Easy to reach from Hamburg as it is before Bremen. 

You should ask the people while fueling up or  before they go to the restrooms. 
Restrooms are free :)

―Anonymous, December 2013

End of the service area. Cars are slow enough. Average amount of trafic.

―Anonymous, February 2016",DE,5.0
2167,53.0733930289929,7.4417653083799635,DE,4.0,,,"Many parking lots where cars can stop, slow traffic because there's still a speed limit of 50. Good to get in direction of Oldenburg/Meppen/B401.

―Anonymous, July 2014",DE,5.0
2165,53.07055468899633,8.889966896234405,DE,4.0,,,"gas station, a lot of trucks

―Anonymous, February 2015",DE,5.0
2155,53.05473623304445,8.501115592309292,DE,4.0,20.0,,"Just asked at the petrol station, took me 5 min. DIrection Bremen / Hannover. Awesome!

―Hendrik (Hitchwiki), October 2015

petrol station Hasbruch Sd on A28 towards Bremen. Good for rides direction Hamburg or Hannover.

―Anonymous, September 2013",DE,5.0
2154,53.0541542463535,8.80100905895233,DE,4.0,9.5,,"first car hit to hannover (a27 south)

― (Hitchwiki), October 2013

Direct ride to Hamburg in just 15 min.

―TheKylling (Hitchwiki), May 2016

very nice spot, for going to Hamburg(or to parts in NRW), but you really need a sign their.

―Anonymous, December 2007

For A1 East (Hamburg). Just outside the McDonalds. The road is quite fast but there is a huge space on the side to stop and people see you from some distance.

―Anonymous",DE,5.0
2151,53.051095859734424,8.80866556375816,DE,4.0,47.0,,"Waited for 30min, but I guess it is still one of the best spots to get to East, North or South. (Hamburg/Berlin/Hannover)

―Wasserpflanze (Hitchwiki), January 2014

I started hitch hiking direction Hannover from that petrol station twice.
once waiting 5minutes on a wednesday and once 3h on a monday. so i don't think what i should think about that place, but there were much more cars direction Osnabrück and direction Hamburg

―Anonymous, September 2014

I waited there for almost two hours to with a sing to Osnabrück. After that time, a couple take me five minutes away, to IKEA, they told me that there was a better spot. They were right. In IKEA busstop I waited 40min

―Anonymous, September 2014

Having MUCH experience with this spot, I would say this is absolutely average. Once, I even had to give up when I wanted to travel to Berlin. Most often, I just got a ride for a couple of kilometers until the next fuel station, which is again just average. Usually have to wait here for 30min-1hour with my wife. Without her up to infinity haha. Close to the fuel station are some traffic lights. My personal opinion: It's better to stay behind the traffic lights!

―Sattleryan (Hitchwiki), April 2015

Took that spot 4 or 5 times now, alone as a guy, during day time. 
Max waiting time was about an hour, min. about 5 min, avg. about 20-30min. 
Its a pretty good spot to get North and south on the A1, it is important though to ask people and be happy with being taken only to the next Gas station ON THE A1. 
It is ok but not perfect, dont know a better spot though. 

―Wasserpflanze (Hitchwiki), August 2015

Monday, ca. 15:00 o'clock. Many locals drive by to fill up fuel. Only a few cars leaving the city.
It took me 30 minutes to find a lift to the next gas station in direction to Hamburg on A1.

Be sure to approach the gasstation on the side of the traffic leaving the city, because it's nearly impossible to cross the road during rushour.

―Anonymous, November 2017

If you want to go to Hannover/A7 south, ask people from Verden (license plate VER) if they can take you to the service area ""Goldbach"" on the A27 at exit Langwedel. It's not far, but definitely a better place to find a lift to the south.


―Anonymous, January 2018

Perfect spot for going on A1 in both directions. waited 5 minutes. 


―Anonymous, February 2013",DE,5.0
2183,53.1433491,10.4806429,DE,4.0,10.0,,"Easy to get to Lüneburg or at least Melbek.

15 min

―Anonymous, May 2015",DE,5.0
2148,53.04284500137395,7.464734774245534,DE,4.0,,,"Right after the traffic lights there's a place for cars to stop

―Anonymous, July 2014",DE,5.0
2143,53.02717596249356,8.804043403642037,DE,4.0,34.0,,"waited for 40min to get a ride to Osnabrück.


―Anonymous, September 2014

Very nice spot general direction south. It's a bit more difficult for straight direction west if you want to enter the Netherlands from the far north to Groningen.
Reasons: IKEA is just behind the spot and hence there are many people from all over the place to buy some furniture. This can also cause problems, when they are totally loaded.
How to get there:
Take either tram line no. 4 or 5 to station 'Huckelriede' then switch over into bus line no. 53 until the end (IKEA) or station 'Carl-Zeiss-Str.'
(one earlier). Be aware that you leave the city boarders, when using Bus 53. You'll need an area-extension if you don't want to dodge the fare.
Good ride and quick hitch,
polarfox (www.BeWelcome.org)

―Anonymous",DE,5.0
2140,53.02071778798734,8.688120763501493,DE,4.0,,,"Good spot to go east

―Anonymous, May 2014",DE,5.0
2135,52.999893134413135,9.182265101625717,DE,4.0,20.0,,"Got a lift directly to Bremerhaven after 20 minutes.

―Kolodez (Hitchwiki), September 2014

Service area Goldbach

Direction Bremen, Bremerhaven, Cuxhaven

―Anonymous, September 2014",DE,5.0
2134,52.999344395763,9.1761106252645,DE,4.0,60.0,,"Only a few cars per hour, but a resting place for trucks in the back of the petrol station. 

―Anonymous, December 2011",DE,5.0
2133,52.99809293244461,9.18222751811163,DE,4.0,30.0,,"Great spot to go south on to the A7. 
Started here several times and got rides quickly and easily by asking around. Never even needed a sign. 

―Wasserpflanze (Hitchwiki), April 2015

Got a ride to Ulm from here from a very nice woman. Was easy to ask the people. Not that much traffic!

―Hendrik (Hitchwiki), October 2015

The traffic is not high in here but it's good spot to go to Hannover direction.

―Anonymous, May 2012",DE,5.0
2132,52.99794992722626,13.154591560365136,DE,4.0,15.0,,,DE,5.0
2131,52.997532736099714,9.921579321658092,DE,4.0,,,"Autohof nearby the Autobahn A7.
There's a gas station and a Burger King, so there are a lot of locals, but asking works good to get onto the Autobahn e.g. the next service area at least.

―Anonymous, June 2015

Good, if you want to go up north, Hamburg for example. Going south to Hannover you should go to ""Autohof Soltau-Süd""

―Anonymous, November 2015",DE,5.0
2123,52.940564867698704,7.252591549093803,DE,4.0,,,,DE,5.0
2181,53.13900770673899,8.223075170775983,DE,4.0,20.0,,"In the bus stop I get a ride to Bremen in 20 minutes.

―Anonymous, July 2012",DE,5.0
2184,53.14339817980467,8.19188630968369,DE,4.0,,,"been droped off here twice already an both ways wrok really well. Got a ride to Hamburg after 15min and to Leer in no time (with 3 people). Don't stand at the petrol station put next to the street/drive on to the high way. Lost of Cars, sow because f the traffic lights. Drive on to Hamburg is a few meters behind that one to Leer! Keep that in mind

―Anonymous, July 2019

Petrol station and Burger King. After few tries I found a car going to Leer. Look for number plates starting with LER.

―Anonymous, March 2014",DE,5.0
2118,52.91397298638691,8.425613703246752,DE,4.0,72.0,,"A lot of local traffic. I asked several people to take me but they could/would not take me. In the end I got a ride after 1h15m waiting. It was worth it! They put the address of my friend in Hamburg in their GPS and dropped me directly at the right place. Also the ride was very fast, in an audi at 180kms/h

―Robbel (Hitchwiki), December 2011

got a ride to hamburg within two min, first person i asked.

―Xhikerx (Hitchwiki), April 2013

Took us 30min with sign Hamburg.

―Koendev (Hitchwiki), June 2013

Got a lift to Oslo from this spot!

―Benworm (Hitchwiki), September 2013

I tried to get on the A27 from here. I waited for three hours and still didn't find anybody... But if your going to Hamburg or Bremen, it is gonna be easy!


―Anonymous, June 2014

Good spot


―Anonymous, March 2022

Wildeshausen Sud; Good place for getting rides towards Hamburg, Me and my girlfriend got out of here at midnight within 10 minutes towards Copenhagen.

―Anonymous",DE,5.0
2228,53.38428975411343,7.20787491226258,DE,4.0,15.0,,"there are some parking spots where you can easily stand and wait for a lift, good for getting south

―Anonymous, December 2012",DE,5.0
2248,53.48831951601249,11.27448805440328,DE,4.0,15.0,,"for hamburg itz's ok here. there is a parking place where you can stand traying to catch a car

―Anonymous",DE,5.0
2246,53.48416043460189,10.024722610866151,DE,4.0,66.2,124.87933312679088,"More people to Bremen (A1) than to Hannover (A7) but there are so many cars that it's really easy to get anywhere.

―Anonymous, September 2012

Poor traffic on saturday evenings. Althought it was already dark and very few drivers I got a lift within 10 minutes towards Bremen

―Anonymous, December 2012

it wasn't that easy on sunday morning, but worked anyway. loved how easy to reach the place.

―Pite (Hitchwiki), June 2013

We were here on Friday at 7 am. It's easy to reach by public transport. After 30 mins a woman offered us a ride to Bremen.

―Paczix (Hitchwiki), October 2013

met another fellow HHer there, together we got a lift to Bremen-Cologne in 3 mins. M&F, working day, 3pm

―Onioncat (Hitchwiki), July 2014

Bad for going south via A7, most of the cars were on the way to Bremen. waited for 1,5h and gave up, I went to the Harburger Rasthof Bege which I feel like is a better spot to get a ride south.

―Anonymous, June 2019

Managed to get a lift south via A7 in about 20 Minutes for already two times. Also, Stillhorn ist very easy to reach. I like this spot a lot!

―Anonymous, September 2019

waited 2 hrs on saturday, guess its faster to ask people in the fuelstation

―Anonymous, July 2011

easy to reach and lots of traffic pulling in

―Anonymous, January 2011

More traffic going direction Bremen from here, still you will also get rides down to Hanover. From metro-station ""Willhelmsburg"" you have to take bus 13 to Kirchdorf SÜD. When you get out of the bus just follow the sound and smell of the highway and the rest stop will appear.

―Anonymous, March 2011

Also experienced more folks going A1 Bremen, but still a good spot for going south.

―Ausschliessi (Hitchwiki), May 2012

Most of the the time, the on ramp is busier.


―Thumb-up (Hitchwiki), February 2016

This is one of my favorite places! I tryed is 4 times: to Bremen twice (wait not longer 40 min), once to Amsterdam (we got a driver to Dortmund), and to Köln (and we got to Belgium ^_*). Also several times there stoped little tracks going to NL (Amsterdam and North NL). We stayed just before a turn to the sity. Yeah, a lot of trafic back to Hamburg, but it still works !!

―Anonymous, April 2011

As anyone else said, good place for Bremen and firther

―Anonymous, September 2022

bus-line 13 from (s)Wilhelmsburg
wait about 30min. to get a lift to Bremen. Was couple of offers to go to Hannover.
time:20:00, not that much traffic:)
date:friday,oct.2010

―Anonymous

Waited 1 houer for a Lift to Hannover (A7).

But 5(!) offers in direction Bremen (A1).

General many peoples you could ask for a lift.

―Anonymous

all the information given in the other markers are correct. 'rastanlage hamburg stillhorn' is easy to reach via s-bahn (the suburban train, get off at 'wilhelmsburg' station), then take the metrobus to 'kirchdorf sued', one of hamburg's communal highrise districts. negative about this spot: there is a lot of commuter traffic. most people that fuel their cars would do it in hamburg but not on the autobahn as it is more expensive there. maybe you can also ask at the restaurant which is 100 meters south of the petrol station. you can reach 'bremen' (on A 1), 'hannover' but also 'goettingen' or 'kassel' (on A 7) from here.

―Anonymous

also to go to south (A7) very good, you can reach this point easyly!

―Anonymous

Fuel Station \""Hamburg-Stillhorn\""

-probably good for: direction Bremen (A1) 

-worse: Southern direction (A7); we waited there for 2 hours

-also a lot of people who drive into the city

-take the bus line 13 from S-Bahn-station Wilhelmsburg to Kirchdorf-Sd

―Anonymous, June 2006

Hitchhiked twice from this spot. Experience: good to average. A lot of people are staying in the area or are going to Bremen. Good for the west average for the south. First time 20 min waiting time (west), second time little over an hour (south). 

―Anonymous, April 2011

This Petrol Station is the best point for going Bremen or somewhere else in South. 

―Anonymous, May 2012

As it's written on Hitchwiki, this gas station is a good spot to stop. I had been taken at this place exactly, just at the entrance of the station. Every car could see me, I waited 15 minutes.

―Anonymous, September 2013

I got offered a decent ride after 45 minutes but I passed on it because I have limited knowledge of German geography. After that it took more than two hours to get south to Hannover. Got a few offers though to go west and east. 

―Anonymous, February 2023

I got offered a decent ride after 45 minutes but I passed on it because I have limited knowledge of German geography. After that it took more than two hours to get south to Hannover. Got a few offers though to go west and east. 

―Anonymous, February 2023",DE,5.0
2244,53.47971920250751,10.020942628384605,DE,4.0,37.0,,"Sometimes not enough traffic, but a great spot though. Lot of space too pull over. Plus: In summertime you can pick pears. 

―Anonymous, February 2016",DE,5.0
2241,53.471072071314644,9.923592632072872,DE,4.0,,,"Good to get out towards Buxtehude/Stade

Good to get tropped of from A7. Trainstaition is not too far, although you're still really on the outskirts of the city.


―Anonymous, May 2015",DE,5.0
2238,53.46493659437191,9.681425984563008,DE,4.0,,,,DE,5.0
2236,53.45139194343508,9.748188593467662,DE,4.0,,,"Good to get towards 
Buxtehude/Stade/Cuxhaven

Cars passing by relativly slow, and always truckers on the parking lot.

―Anonymous, May 2015",DE,5.0
2235,53.45101137773943,9.747397541998176,DE,4.0,,,"Bust stop 
line 2104 Ketzendorf

Probably a good spot to get into Hamburg or Harburg to get on the AUTOBAHN. Cars don't go to fast and the can stop at the Bus Stop.

―Anonymous, May 2015",DE,5.0
2234,53.43368782275312,9.934344955262125,DE,4.0,,,,DE,5.0
2231,53.42401834538125,9.963542509506391,DE,4.0,64.5,,"Not the best and not the worst place to get out of Hamburg. I went twice direction Hanover from here. Both times a truck drivers took me. Holding a sign or thumbing is not the way you will get a quick ride. Asking for a ride will do the job. This rest stop is easily reachable from metro-station ""Harburg"". Bus 443, 143 and 148 stop at ""Sinstorfer Kirchweg"". The rest stop is just half a click away.

―Anonymous, March 2011

Okay spot. Few traffic.

―Santa klaus (Hitchwiki), August 2012

First Car!!!

―Anonymous, June 2013

small petrolstation but enough cars passing through. Early morning is good to catch rides going far!

―Anonymous, February 2014

depends on daytime. harder to get away from there in the evening or an night. when being there in the morning before noon, there's more cars than parking lots.

―Binbash (Hitchwiki), June 2014

For my opinion it's the better place to leave HH towards south following A7. Better than Stillhorn, where most cars move to Bremen. You can get there by bus 143

―Guybrush (Hitchwiki), March 2015

Waited for about an hour around 3pm and got a ride to Munich 

―Anonymous, June 2019

Stood there for about 40 hours to direction Hannover. Not many cars, mainly trucks.

―Anonymous

I know it under the name Harburger Berge, Good spot to get south.

―Anonymous, April 2012",DE,5.0
2227,53.3824176145899,9.979362872503359,DE,4.0,,,"Stood here on a Tuesday morning around 10 AM, trying to go towards Bremen on the A1. Not too much traffic, yet I only had to wait for 15min. Gas station gives excellent space for cars to stop, of course. 

―Anonymous, December 2015",DE,5.0
2190,53.158438571296124,8.169526378836368,DE,4.0,25.0,,"Good spot, there is a parking place nearby to approach people directly. We got a ride to the Netherlands in about 15 minutes.

―Anonymous, April 2013

The ramp is curved, not great visibility and not much space to stop. We got a ride to Leer in around 40 minutes

―Phidias81 (Hitchwiki), September 2016

For going to Nederland or Emden, Leer it is good place, cars are not so fast and there is place to stop.

―Anonymous, August 2011",DE,5.0
2225,53.37224234466587,9.80470777904315,DE,4.0,5.0,,"Cars are coming of two directions. good amount of trafic. Enough space to pull over, but not too much. 

―Anonymous, February 2016",DE,5.0
2223,53.3679119694643,11.72982817658811,DE,4.0,11.0,,"Changed here to get to Wismar and was lucky. But there are not many cars direction Schwerin/Wismar.

―Anonymous, July 2013

Wednesday 5:30pm. Traffic relatively sparse, mostly company cars, but after 20 minutes I was taken to Hamburg.

―RobertoCarlos (Hitchwiki), September 2013

It was Tuesday evening, after 7pm, when I was dropped out here a guy who was going to Schwerin, but then suddenly an awesome african guy took me to Hamburg! Nice spot, but not so much traffic!

―AdrianB (Hitchwiki), August 2014

Chances are that a truck will give you a lift. 

―Anonymous, July 2016

this petrol station is located half the distance between Hamburg - Berlin. So, most of the travellers have their break there.

―Anonymous",DE,5.0
2220,53.304150933604916,13.104161909775593,DE,4.0,,,"It's hard to find someone to take you on a longer trip but it's easy to get on a car.

―Anonymous, August 2013",DE,5.0
2219,53.29994416291071,9.532999457210028,DE,4.0,13.0,,"Most the cars are going to the Ruhrgebiet. I got a ride to Bremen with a friend after a while.

―Anonymous, September 2011",DE,5.0
2218,53.298602450998274,12.471412416736715,DE,4.0,5.0,,,DE,5.0
2207,53.26076271684,10.42051935195,DE,4.0,20.0,,"Good spot out of Lneburg to Hamburg. Traffic okay. 

Guter Punkt Richtung Norden. Verkehr ist okay, breiter Seitenstreifen zum Anhalten.

―Anonymous, March 2012",DE,5.0
2203,53.23120617229859,7.432888871332324,DE,4.0,10.0,,"Argh, misplaced the marker, obvioulsy it should be on the main road, don't venture off to this parking!:)

―Olmomp (Hitchwiki), March 2011

to NL/Groningen with good chances to beat the slow train! 

Just walk towards this spot coming from Leer train station, the road has slow traffic all the way and you may find a ride even before you get to this spot. 

―Anonymous, March 2011",DE,5.0
2201,53.2297346681469,10.394931077956372,DE,4.0,20.0,,"That's your spot, when you want to go to the Autobahn in Soltau. Not that many cars as the Bus stop at Scharnhorststrasse, but it works.

―Anonymous, April 2015",DE,5.0
2195,53.17985523275598,10.409189701078972,DE,4.0,,,"Bus stop.
Very good to get fourther on the B4 direction to Uelzen.
Cars going relativly slow and have a lot of space to stop.

―Anonymous, May 2015",DE,5.0
2121,52.930213742004135,9.270452499392048,DE,4.0,,,,DE,5.0
2107,52.8249148,11.1362118,DE,4.0,10.0,,"through the week, in the morning ~0900, standing on the B248, direction A2/A39, after like 10min a buisnessman picked us (2) up

―Anonymous, May 2014

You can try this gas station to find a lift to Braunschweig or the autobahn A2.

―Anonymous",DE,5.0
2254,53.52039149786034,10.808451798633985,DE,4.0,,0.020699508917897267,"soem parking cars but almost everybody takes you to berlin

―Anonymous, April 2017

(for direction Berlin, from the other side: super easy to find a lift, doesn't take more than 30min usually for a ride straight to Berlin)

―Anonymous, May 2019

Big gas station with restaurants and other facilities. Big traffic. Going to Hamburg or north to Schlezwig- Holstein. 

―Anonymous, September 2015

waited for a couple of hours, didn’t get a ride, only grumpy germans here, they ignore you when you go up to them

―mikser572, February 2023",DE,5.0
2034,52.509655814229504,13.524393081665462,DE,4.0,20.0,,"There's an extra lane by the road so cars can easily stop even though it's a fast road. Good spot to leave Berlin in direction east.

―Ivan Đogić (Hitchwiki), October 2015

There is a set of traffic lights right here if you sit just after them you can get all the traffic. My day here there was road works so I only got the merging traffic which is still sufficient enough.

―Anonymous, August 2013",DE,5.0
2053,52.558635147451774,13.428681135175614,DE,4.0,30.0,,,DE,5.0
2049,52.55415866592183,13.467761710103725,DE,4.0,24.0,,"Got a ride to the motorway to Sttetin after 1h of waiting with a sign ""PL""

― (Hitchwiki), July 2013

This place was the first one for us on our way to Kenig, and it was a great pleasant surprise when we just raised a sign and in a 15 seconds one nice polish man stopped and lifted us up to the Sttetin gas station. It's our record) 

―Chiken213 (Hitchwiki), June 2016

Right after the traffic lights there's parking space where car can stop. Sign is necessary. Way to Stettin(Szczecin) and Hamburg. Easy to reach from tram M4 stop ""Berliner Alee/Indira-Gandhi-Strasse"" Not a bad place but perhaps the further spots could be better.

―Anonymous, July 2013",DE,5.0
2045,52.54362245290281,13.692359947532923,DE,4.0,71.0,,"How to get there from Berlin: Take S-train 5 in direction ""Strausberg Bhf"" Get off the train at ""Hoppegarten"". Continue with bus 944 in direction ""Altlandsberg, Nord"" Get off the bus at ""Umspannwerk Neuenhagen"" Cross the street, walk along the highway and circle the fence of the gas station until you see a metal door. It shouldn't be locked (Nov 2012).

―Fraughtwithsounds (Hitchwiki), February 2013

Easy enough to get to, metal door still unlocked. Great to go to Szczecin or to enter Berlin, difficult to go to Hamburg. I ended up hitching towards the busy parking area at 52.676760, 13.394251, a great spot to go north.

―Anonymous, March 2015

Not that much traffic. Most of it goes up to Rügen.

―Anonymous, July 2015

gas station \""seeberg ost\"", direction of Prenzlau, Hamburg, Rostock, Greifswald, baltic sea. For those who like to ask people excellent as well as for those waiting at the exit. good place to stop.

―Anonymous",DE,5.0
2044,52.5420676685481,13.3355140686035,DE,4.0,80.0,,"in the city that connects with the ring highway and could take you anywhere west of Berlin. The cars have to stop for the lights.

―Anonymous",DE,5.0
2043,52.54127086150142,8.111921377288224,DE,4.0,200.0,,"Going to the Netherlands from here is indeed a bad idea

―Anonymous, January 2013

We found it to be easy to get to NL from here.

―Benworm (Hitchwiki), September 2013

I guess we got lucky, after 30 min we found a car going to Amsterdam from here. 

―Anonymous, June 2015

1,5 h to get a ride going on A43 towards The Netherlands (west of Munster).

―Ewelinalucy (Hitchwiki), October 2015

Good spot to catch traffic to the south, but its not a good idea to stop here for finding someone to drive to the netherlands :D

―Anonymous",DE,5.0
2041,52.538043416221655,8.114832664780574,DE,4.0,83.0,,"Got there by nightfall. So I tried my luck for a while but finally decided to pitch up my tent at a field near the station. Well rested and showered at the service station I got a ride close to Lübeck. Lots of traffic up north. Look for foreign number plates such as Sweden, Denmark and Norway if you wanna got there.

―Phoeni.x ger (Hitchwiki), July 2014

came here from my last stop. Many people going to Bremen, Hamburg and Denmark but almost nobody going to Clopenburg (my final destination, next exit to the left). Finally a guy offered me a ride and to make a detour to take me to Clopemburg.

―Gustavobretz (Hitchwiki), April 2015

big stop for cars with restaurant and gas station

―Anonymous, July 2014",DE,5.0
2040,52.532568001735,13.197712807878,DE,4.0,,,,DE,5.0
2038,52.52798515317548,7.197043923052032,DE,4.0,,,"very good resting place for hitchhiking south to ruhrgebiet - take a sign or talk to people

―Anonymous, December 2012",DE,5.0
2035,52.51318669797791,13.286811053751803,DE,4.0,,,,DE,5.0
2033,52.508644604774396,14.223613327445298,DE,4.0,,,"stopping a car is no problem here to get to the direction polish border or berlin. most but probable you will only get short lifts on the b1.

―Anonymous",DE,5.0
2056,52.560258954653726,13.428810479513375,DE,4.0,45.0,,"On the road after the jet. Fine place for north-sea rides and the BMW/Audi types of businessmen - Have sign, they will stop even if the place doesn't invite it.
Traffic worth it after 11:00.
North: HRO, HH, Dnemark etc. 

―Anonymous, November 2011",DE,5.0
2032,52.5083702,13.2809474,DE,4.0,69.0,,"lots of car-pooling-trips start here on weekends, but it's to find a lift on weekdays


―Anonymous, June 2011

got a ride to outside of berlin within 20 min for me (a guy) and my friend (girl), although took another hour for our friends to get a ride, but it was till düsseldorf (500 km)

―Gustavobretz (Hitchwiki), April 2014

This  gas station is suggested in the wiki page, but it's better you don't go there :) It's hidden from the main road, so only locals moving inside Berlin go there, a lot of taxi driver, and it's also an expensive gas station. I needed 3 hours to find a ride south

―Anonymous, May 2011",DE,5.0
2029,52.50473773297587,13.613780379294804,DE,4.0,180.0,,,DE,5.0
